gene_id	gene_name	JH-2-009-HH11A-C47BD	JH-2-055-FC9GH-CG8EA	JH-2-079-CB92G-FG226	WU.487_pt	WU.536_pt	WU.561_pt	mn2_pt	mn3_pt
ENSG00000248187.1	ENSG00000248187	0	2	0	1	0	1	6	0
ENSG00000248188.2	ENSG00000248188	0	0	0	0	0	0	1	0
ENSG00000248191.1	PES1P1	0	0	0	0	0	0	0	0
ENSG00000248192.1	ATG10-AS1	0	0	0	0	0	0	0	0
ENSG00000248195.1	ENSG00000248195	0	0	0	0	0	0	0	0
ENSG00000248196.1	ENSG00000248196	0	1	0	5	0	0	0	0
ENSG00000248197.1	LINC00290	0	0	0	0	0	0	0	0
ENSG00000248199.2	ENSG00000248199	1	0	0	0	0	0	0	0
ENSG00000248200.2	ENSG00000248200	0	0	0	0	0	0	0	0
ENSG00000248202.2	LINC02234	2	1	5	2	3	3	3	0
ENSG00000248203.1	ENSG00000248203	0	0	0	0	0	0	0	0
ENSG00000248205.1	H3P17	0	0	0	0	0	0	0	0
ENSG00000248206.2	ENSG00000248206	5	11	22	14	8	29	1	0
ENSG00000248208.1	WDR45P1	0	31	0	0	2	0	10	2
ENSG00000248209.1	ENSG00000248209	0	0	0	0	0	0	0	0
ENSG00000248210.2	LINC02355	0	0	0	0	0	0	0	0
ENSG00000248211.1	TRPC7-AS1	0	0	0	0	0	0	0	0
ENSG00000248213.3	CICP16	1	0	0	0	0	0	0	0
ENSG00000248215.6	LINC02505	0	0	0	0	0	0	0	0
ENSG00000248216.1	KCTD9P5	0	0	0	0	0	0	0	0
ENSG00000248221.1	STX18-IT1	0	2	0	0	1	1	2	0
ENSG00000248222.5	SLIT3-AS1	0	1	0	0	0	0	0	0
ENSG00000248223.1	ENSG00000248223	0	1	0	0	0	0	0	0
ENSG00000248227.1	LINC02513	0	0	0	0	0	0	0	0
ENSG00000248228.2	SLIT2-IT1	0	8	2	3	3	13	3	5
ENSG00000248229.1	ENSG00000248229	1	0	0	0	0	0	0	1
ENSG00000248231.1	KRT8P4	2	5	12	3	4	25	2	11
ENSG00000248234.1	ENSG00000248234	0	0	0	0	0	0	0	0
ENSG00000248235.6	ENSG00000248235	6.027	2.712	0	0	6.369	0	0	0
ENSG00000248236.1	ENSG00000248236	0	0	0	0	0	0	0	0
ENSG00000248237.2	ENSG00000248237	0	0	0	0	0	0	0	0
ENSG00000248238.2	LINC02438	0	0	0	1	0	0	1	21
ENSG00000248240.1	ENSG00000248240	0	0	0	0	1	0	0	0
ENSG00000248242.1	ENSG00000248242	0	0	0	0	0	0	0	0
ENSG00000248243.1	LINC02014	1	0	0	0	0	0	0	4
ENSG00000248245.1	ENSG00000248245	0	1	0	0	0	0	0	0
ENSG00000248249.1	ENSG00000248249	0	0	0	0	0	0	0	0
ENSG00000248254.1	ENSG00000248254	0	0	0	0	0	0	0	0
ENSG00000248256.1	OCIAD1-AS1	0	0	0	0	0	0	0	0
ENSG00000248257.7	PSG10P	0	0	0	0	0	0	0	0
ENSG00000248259.1	MTND4LP31	0	0	0	0	0	0	0	0
ENSG00000248261.2	ENSG00000248261	0	0	0	0	0	0	0	0
ENSG00000248262.1	ENSG00000248262	0	0	0	0	0	0	0	0
ENSG00000248265.2	FLJ12825	8	1	23	2	0	19	0	5
ENSG00000248266.1	ENSG00000248266	0	0	0	0	0	2	0	1
ENSG00000248268.1	ENSG00000248268	0	1	1	0	0	0	0	0
ENSG00000248271.1	PGAM1P1	0	0	0	0	0	0	0	0
ENSG00000248275.3	TRIM52-AS1	81.451	45	60.407	71	55.597	87.256	54	56
ENSG00000248278.1	SUMO2P17	3.006	0	3.012	1.006	0	1.005	0	0
ENSG00000248279.5	LINC02120	0	0	0	0	0	0	0	0
ENSG00000248281.1	ENSG00000248281	0	0	0	0	0	0	0	0
ENSG00000248282.1	MTCYBP44	0	0	0	15	0	0	0	0
ENSG00000248283.2	CCNL2P1	0	2	2	2	7	2	0	3
ENSG00000248285.1	ENSG00000248285	0	0	0	0	0	0	0	0
ENSG00000248286.1	ENSG00000248286	0	0	0	0	0	0	0	0
ENSG00000248287.1	SCGB1D5P	0	0	0	0	0	0	0	0
ENSG00000248288.1	ENSG00000248288	0	0	1	0	0	0	0	0
ENSG00000248290.1	TNXA	40.135	20.621	0	0	1.979	0	0	0
ENSG00000248293.1	ENSG00000248293	0	0	0	0	0	0	0	0
ENSG00000248295.2	DDX43P1	0	2	0	0	0	0	0	0
ENSG00000248296.1	ENSG00000248296	0	0	0	0	0	0	0	0
ENSG00000248300.1	LINC02360	0	0	1	2	0	0	0	0
ENSG00000248302.3	BNIP3P41	0	5	0	0	2	0	0	0
ENSG00000248305.1	ENSG00000248305	0	0	1	1	0	15	0	1
ENSG00000248307.6	LINC00616	0	1	2	1	0	0	2	3
ENSG00000248308.1	ENSG00000248308	0	0	0	0	0	0	0	0
ENSG00000248309.8	MEF2C-AS1	18	39	66	14	74.001	46	9	64
ENSG00000248311.1	ENSG00000248311	0	0	0	0	0	0	0	0
ENSG00000248313.1	CYP4F27P	0	3.426	1.371	0	0	2.951	0	0
ENSG00000248315.1	MTND4LP2	0	0	0	0	0	0	0	0
ENSG00000248317.2	ENSG00000248317	0	0	0	0	0	0	0	0
ENSG00000248318.1	ENSG00000248318	0	0	1	0	1	1	0	1
ENSG00000248319.3	LINC02275	0	0	0	0	0	1	0	0
ENSG00000248320.1	THAP12P9	0	1	0	1	0	0	0	0
ENSG00000248322.1	ENSG00000248322	0	0	0	0	0	0	0	0
ENSG00000248323.8	LUCAT1	2	339.001	34.999	2	5	16	263.998	10.999
ENSG00000248327.1	NOL8P1	0	0	0	1	0	0	0	0
ENSG00000248328.1	MTCO3P28	0	0	0	0	0	0	0	0
ENSG00000248329.6	APELA	0	12	45	86	1	59	0	5
ENSG00000248330.5	LINC00613	0	0	0	0	0	0	0	0
ENSG00000248332.6	TUB-AS1	1	1	0	0	1	0	0	0
ENSG00000248333.9	CDK11B	548.117	323.454	100.541	250.44	105.276	178.064	184.527	83.339
ENSG00000248334.6	WHAMMP2	35.42	65.419	27.676	266.976	42.236	111.744	39.557	2.329
ENSG00000248335.1	ENSG00000248335	0	0	0	0	0	0	0	0
ENSG00000248336.1	HMGN1P11	0	0	0	0	0	0	0	0
ENSG00000248337.1	ENSG00000248337	0	0	0	0	0	0	0	0
ENSG00000248338.2	LINC02472	0	0	0	0	0	0	0	0
ENSG00000248339.1	LINC02504	0	1	0	0	0	0	0	0
ENSG00000248340.2	PIMREGP4	0	0	0	0	1	0	0	0
ENSG00000248343.1	ENSG00000248343	0	0	0	0	0	0	0	0
ENSG00000248346.1	ENSG00000248346	0	0	0	0	0	0	0	0
ENSG00000248347.3	ENSG00000248347	0	0	0	0	0	0	0	0
ENSG00000248349.1	ENSG00000248349	0	0	0	0	0	0	0	0
ENSG00000248350.1	ENSG00000248350	0	1	0	1	0	3	0	0
ENSG00000248351.1	HSPD1P18	0	0	0	0	0	0	0	0
ENSG00000248355.1	ARL2BPP6	0	0	0	0	0	0	0	0
ENSG00000248356.1	ENSG00000248356	0	0	0	0	0	1	0	0
ENSG00000248358.2	ENSG00000248358	0	0	0	0	0	0	0	0
ENSG00000248359.2	ENSG00000248359	0	0	3	0	0	1	0	0
ENSG00000248360.7	LINC00504	2	4	1	1	6	11	2	0
ENSG00000248362.1	ENSG00000248362	0	4	0	0	0	0	0	0
ENSG00000248363.5	ENSG00000248363	0	0	0	0	0	0	0	0
ENSG00000248364.1	OR7E86P	0	1	0	0	0	0	0	0
ENSG00000248365.3	POU5F1P7	0	0	0	0	0	0	0	0
ENSG00000248366.1	TRAJ51	0	0	0	0	0	0	0	0
ENSG00000248367.2	ENSG00000248367	1	4	1	6	2	3	1	1
ENSG00000248369.1	ENSG00000248369	0	0	0	0	0	0	0	0
ENSG00000248370.2	LINC02434	0	4	0	0	0	0	10	0
ENSG00000248371.5	LINC02056	0	0	2	0	0	2	35	1
ENSG00000248373.6	ENSG00000248373	0	0	0	0	0	0	0	0
ENSG00000248374.1	ENSG00000248374	0	0	0	0	0	0	0	0
ENSG00000248375.1	ENSG00000248375	0	0	1	1	0	1	0	1
ENSG00000248376.2	ENSG00000248376	0	1	0	0	0	0	0	0
ENSG00000248377.1	HMGN1P9	0	0	0	0	0	0	0	0
ENSG00000248378.1	ENSG00000248378	0	0	0	0	0	0	0	0
ENSG00000248383.5	PCDHAC1	160.135	54.243	107.432	263.494	111.69	343.851	24.277	233.792
ENSG00000248385.8	TARM1	0	2	0	0	0	0	0	0
ENSG00000248387.1	ENSG00000248387	0	0	0	0	0	0	0	0
ENSG00000248388.5	ENSG00000248388	0	0	0	0	0	0	0	0
ENSG00000248391.6	LINC02064	0	0	0	0	0	0	0	0
ENSG00000248393.1	ENSG00000248393	0	0	0	0	0	0	0	0
ENSG00000248394.1	FOSL1P1	2	4	1	2	5	4	0	1
ENSG00000248396.1	TOMM22P4	0	0	0	0	0	0	0	0
ENSG00000248397.1	LINC00498	0	0	0	0	0	1	0	0
ENSG00000248399.1	ENSG00000248399	0	0	0	0	0	0	0	0
ENSG00000248400.2	ST13P12	0	1	0	1	0	0	0	0
ENSG00000248401.2	ENSG00000248401	0	1	0	0	0	0	0	0
ENSG00000248403.1	NACAP6	0	0	0	0	0	1	0	0
ENSG00000248405.10	PRR5-ARHGAP8	34.706	5.539	0	2.69	4.67	1.103	0	2.642
ENSG00000248406.1	ENSG00000248406	0	11.179	0	6.06	8.887	0	7.9	1
ENSG00000248408.1	LINC02469	1	0	0	0	0	0	0	0
ENSG00000248409.2	ENSG00000248409	0	0	0	0	0	0	0	0
ENSG00000248415.1	GAPDHP61	0	0	0	0	0	0	0	0
ENSG00000248416.1	ENSG00000248416	0	0	0	0	0	0	0	0
ENSG00000248417.1	ENSG00000248417	0	0	0	0	0	0	0	0
ENSG00000248418.2	UBL5P1	0	0	0	0	0	0	0	0
ENSG00000248419.2	ENSG00000248419	0	0	0	0	0	0	0	0
ENSG00000248420.1	MTATP6P9	0	0	0	0	0	0	0	0
ENSG00000248422.1	ENSG00000248422	0	0	0	0	0	0	0	0
ENSG00000248423.1	ENSG00000248423	0	0	0	1	0	1	0	0
ENSG00000248424.1	OR51K1P	2	4	4	3	12	5	2	1
ENSG00000248425.1	ENSG00000248425	0	0	0	0	0	0	0	0
ENSG00000248426.1	ENSG00000248426	0	0	0	0	0	0	0	0
ENSG00000248428.1	ENSG00000248428	0	0	0	0	1	0	0	0
ENSG00000248429.5	GASK1B-AS1	78	170	13	71	122	50.001	89	12
ENSG00000248430.1	HMGB3P16	0	0	0	0	0	0	0	0
ENSG00000248431.2	ENSG00000248431	0	0	1	0	0	1	0	0
ENSG00000248434.1	ENSG00000248434	0	0	0	0	0	0	0	0
ENSG00000248439.2	RPL23AP94	0	0	0	0	0	0	0	0
ENSG00000248440.1	ENSG00000248440	0	0	0	0	0	1	0	0
ENSG00000248441.8	LETR1	529.999	110	5	230	373	15	1	15
ENSG00000248442.2	OR10J7P	0	0	0	0	0	0	0	0
ENSG00000248443.1	ENSG00000248443	0	0	0	1	0	0	0	0
ENSG00000248444.1	HNRNPA1P65	1	4	0	0	0	0	0	0
ENSG00000248445.5	SEMA6A-AS1	4	16	9	10.999	21	7	2	6
ENSG00000248447.2	ENSG00000248447	0	0	0	0	0	0	0	0
ENSG00000248448.2	COX5BP1	0	1	0	2	0	0	0	0
ENSG00000248449.2	PCDHGB8P	27	79	72	53	83	273	57	133
ENSG00000248452.2	ENSG00000248452	0	0	0	0	0	0	1	0
ENSG00000248455.7	LINC02217	1	1	5	0	0	2	1	0
ENSG00000248456.1	LINC02485	0	1	0	6	0	0	0	0
ENSG00000248457.1	LINC02220	0	0	0	0	0	0	0	0
ENSG00000248458.2	ENSG00000248458	0	0	0	0	0	2	1	0
ENSG00000248459.1	ENSG00000248459	0	0	0	0	0	0	0	0
ENSG00000248461.3	LINC02119	0	2	3	0	0	1	0	0
ENSG00000248462.1	NENFP3	0	0	0	0	0	0	0	0
ENSG00000248464.1	FGF10-AS1	0	6	24	0	1	20	0	16
ENSG00000248466.1	ENSG00000248466	1	6	0	0	4	1	1	1
ENSG00000248468.2	ENSG00000248468	0	3	1	1	0	0	1	0
ENSG00000248469.1	ENSG00000248469	0	0	0	0	0	0	0	0
ENSG00000248471.2	ENSG00000248471	0	0	0	0	0	0	0	0
ENSG00000248472.8	DDX11L9	3.081	0	3.64	1.128	2.824	35.673	0	3
ENSG00000248473.2	LINC01962	2	11	1	1	2	1	0	0
ENSG00000248474.1	LINC02122	0	0	0	0	0	0	0	0
ENSG00000248475.5	ENSG00000248475	0	0	0	0	0	0	0	0
ENSG00000248476.1	BACH1-IT1	13	38	9	4	22	16	8	5
ENSG00000248477.6	NAIPP3	30.236	0	0	0	104.629	0	0	25.749
ENSG00000248479.1	ENSG00000248479	5	1	5	0	4	1	0	0
ENSG00000248480.1	ENSG00000248480	0	0	0	0	0	0	0	0
ENSG00000248482.1	ENSG00000248482	0	0	0	0	0	0	0	0
ENSG00000248483.7	POU5F2	27	259	159	134	246	283	122	195
ENSG00000248484.1	ENSG00000248484	0	0	0	0	0	0	0	0
ENSG00000248485.2	PCP4L1	3	5	5	3	0	2	0	0
ENSG00000248487.10	ABHD14A	162.569	22.92	110.626	37.323	48.93	72.543	50.587	59.674
ENSG00000248488.2	PGAM4P2	0	0	0	0	0	0	0	0
ENSG00000248489.3	CHD1-DT	66	85	59	52	103	140	30	67
ENSG00000248490.2	ENSG00000248490	0	0	1	0	0	0	0	0
ENSG00000248491.6	ENSG00000248491	0	7	1	4	0	3	2	0
ENSG00000248492.1	ZFAT-AS1	0	0	0	0	0	1	0	0
ENSG00000248493.1	ENSG00000248493	0	1	0	0	0	0	0	0
ENSG00000248494.1	LNX1-AS2	0	0	1	0	0	0	0	0
ENSG00000248498.4	ASNSP1	0	1.003	8	7	0	1	0	0
ENSG00000248503.3	ENSG00000248503	13.52	27.409	12.675	54.032	17.896	18.953	23.041	7.344
ENSG00000248505.2	LINC02380	0	0	0	0	0	0	0	0
ENSG00000248506.1	TUBAP10	1	0	4	0	0	1	0	0
ENSG00000248507.1	OR5H4P	0	0	0	0	0	0	0	0
ENSG00000248508.9	SRP14-DT	37.001	32.999	17	42	21	20	26	30
ENSG00000248510.2	LINC02267	1	31	0	0	0	0	0	2
ENSG00000248511.1	ENSG00000248511	0	0	0	0	0	0	0	0
ENSG00000248514.1	ENSG00000248514	0	0	0	0	0	0	0	1
ENSG00000248515.2	ENSG00000248515	0	7	2	0	1	8	6	250.001
ENSG00000248516.1	ENSG00000248516	0	0	0	0	0	2	0	1
ENSG00000248517.1	LINC02437	0	0	0	0	0	0	0	0
ENSG00000248518.1	ENSG00000248518	0	1	0	0	0	0	0	0
ENSG00000248521.1	ENSG00000248521	1	8	3	6	6	4	4	5
ENSG00000248522.1	SBF1P1	0	0	0	0	0	1	0	0
ENSG00000248525.2	ENSG00000248525	0	0	0	0	0	0	0	0
ENSG00000248527.1	MTATP6P1	156.702	818.888	128.161	86.369	125.25	232.742	174.985	209.863
ENSG00000248528.1	LINC02058	1	2	0	0	1	0	0	0
ENSG00000248529.5	ENSG00000248529	0	0	0	0	0	0	0	0
ENSG00000248530.1	BCL2L12P1	0	0	0	0	0	0	0	0
ENSG00000248531.3	NDUFA5P12	0	0	0	0	0	0	0	0
ENSG00000248532.2	ENSG00000248532	0	0	0	0	0	0	0	0
ENSG00000248533.1	ENSG00000248533	0	0	0	0	0	0	0	0
ENSG00000248537.1	ENSG00000248537	0	0	0	0	0	0	0	0
ENSG00000248538.9	ENSG00000248538	7	5	0	1	3	4	6	1
ENSG00000248539.1	LINC02117	0	0	0	0	0	0	0	0
ENSG00000248540.3	ENSG00000248540	5	18	34	5	3	45	0	0
ENSG00000248542.2	ENSG00000248542	0	0	0	0	0	0	0	0
ENSG00000248543.2	NPM1P41	0	0	0	1	0	0	0	0
ENSG00000248544.2	ENSG00000248544	1	17	1	8	4	8	2	2
ENSG00000248545.3	ENSG00000248545	0	0	0	0	0	0	0	0
ENSG00000248546.3	ANP32C	1	0	0	1	3	0	0	0
ENSG00000248547.2	ENSG00000248547	0	0	0	0	0	0	0	0
ENSG00000248548.1	MTND4P8	0	0	0	0	0	0	0	0
ENSG00000248550.4	OTX2-AS1	0	3	4	0	0	1	0	0
ENSG00000248551.1	ENSG00000248551	0	0	1	0	0	7	0	0
ENSG00000248552.1	ENSG00000248552	0	0	0	0	0	0	0	0
ENSG00000248553.1	OR52H2P	0	3	3	6	11	6	3	6
ENSG00000248554.1	C5orf34-AS1	0	0	0	0	2	1	4	1
ENSG00000248555.7	LINC01339	0	0	2	0	0	0	0	1
ENSG00000248557.1	ENSG00000248557	0	0	0	0	0	0	0	0
ENSG00000248559.1	ENSG00000248559	1	2	3	2	5	0	2	1
ENSG00000248560.1	ENSG00000248560	0	0	0	0	0	1	0	0
ENSG00000248564.1	ENSG00000248564	0	0	0	0	0	0	0	0
ENSG00000248565.2	TECRP2	1	2	1	2	5	2	1	0
ENSG00000248567.1	ENSG00000248567	0	0	0	0	0	0	0	0
ENSG00000248568.1	KRT8P48	1	10	1	0	13	2	0	0
ENSG00000248569.1	ENSG00000248569	0	0	0	0	0	0	0	0
ENSG00000248571.1	ENSG00000248571	0	0	1	3	0	0	0	0
ENSG00000248572.6	EGFLAM-AS2	0	2	0	0	0	0	0	3
ENSG00000248573.1	PRYP6	0	0	0	1	0	0	0	0
ENSG00000248574.1	ADAM20P2	0	0	0	0	0	0	0	0
ENSG00000248576.1	ENSG00000248576	1	0	0	0	0	0	0	0
ENSG00000248577.1	ENSG00000248577	0	1	0	0	3	1	0	0
ENSG00000248578.1	NPM1P21	0	0	0	0	0	0	0	0
ENSG00000248583.1	ENSG00000248583	0	1.014	6.479	1	0	0	2.375	0
ENSG00000248585.2	ENSG00000248585	0	0	0	0	0	0	0	0
ENSG00000248586.2	ENSG00000248586	0	0	0	0	0	0	0	0
ENSG00000248587.8	GDNF-AS1	3	51	19	6	15	26	35	5
ENSG00000248588.2	ENSG00000248588	0	1	0	0	0	0	0	0
ENSG00000248590.2	GLDCP1	0	2	1	0	0	0	0	1
ENSG00000248591.1	ENSG00000248591	0	0	0	0	0	0	0	0
ENSG00000248592.7	STIMATE-MUSTN1	36.834	119.056	19.735	12.633	201.444	122.497	41.344	48.612
ENSG00000248593.3	DSTNP2	59	37	17	6	33	28	38	22
ENSG00000248596.8	ENSG00000248596	0	0	6.355	0	0	32.652	17.146	0
ENSG00000248597.2	ENSG00000248597	2	0	0	0	2	0	0	0
ENSG00000248599.2	FLJ42969	0	0	1	0	0	0	0	0
ENSG00000248600.2	ENSG00000248600	0	0	0	0	0	0	0	0
ENSG00000248601.1	ENSG00000248601	0	0	0	0	0	0	0	0
ENSG00000248605.5	ENSG00000248605	0	0	0	1	1	0	0	0
ENSG00000248607.1	ENSG00000248607	0	0	0	0	0	0	0	0
ENSG00000248608.2	ENSG00000248608	0	0	0	0	0	1	0	0
ENSG00000248610.1	HSPA8P4	2	20	14	7	13	62	3	5
ENSG00000248611.1	ENSG00000248611	0	0	0	0	0	0	0	0
ENSG00000248613.1	ENSG00000248613	0	0	0	0	0	0	0	0
ENSG00000248616.1	ANKRD49P3	0	0	0	0	0	0	0	0
ENSG00000248618.1	ENPP7P3	0	0	0	0	0	0	0	0
ENSG00000248621.2	ENSG00000248621	0	0	0	0	0	0	0	0
ENSG00000248624.1	ENSG00000248624	2	0	0	0	0	3	0	1
ENSG00000248625.1	ENSG00000248625	0	0	0	0	0	1.001	0	0
ENSG00000248626.1	GAPDHP40	0	0	1	0	0	0	0	0
ENSG00000248627.1	ENSG00000248627	0	0	0	0	0	0	0	0
ENSG00000248629.1	ENSG00000248629	0	0	0	0	0	0	0	0
ENSG00000248633.1	GET1P1	0	0	0	0	0	0	0	0
ENSG00000248634.1	ENSG00000248634	0	0	0	0	0	1	0	0
ENSG00000248635.1	ENSG00000248635	0	0	0	0	0	0	0	0
ENSG00000248636.7	ENSG00000248636	1	7	0	2	2	5	1	4
ENSG00000248637.1	ENSG00000248637	0	0	0	0	0	0	0	0
ENSG00000248639.2	ENSG00000248639	0	0	0	0	0	0	0	0
ENSG00000248640.1	HNRNPA1P56	0	0	0	0	0	0	0	0
ENSG00000248641.1	HMGA1P2	0	0	0	0	0	0	0	0
ENSG00000248642.1	OR10J2P	0	0	1	0	3	0	0	0
ENSG00000248643.5	RBM14-RBM4	122.206	141.127	108.98	45.758	89.221	113.828	119.969	112.013
ENSG00000248645.1	ENSG00000248645	0	0	1	0	3	1	0	0
ENSG00000248646.1	ENSG00000248646	0	0	0	0	0	0	0	0
ENSG00000248647.2	ENSG00000248647	0	0	0	0	0	0	0	0
ENSG00000248648.1	ENSG00000248648	0	0	0	0	0	0	0	0
ENSG00000248651.1	GCSHP1	0	0	0	0	0	0	0	0
ENSG00000248652.2	ENSG00000248652	0	0	0	0	0	0	0	0
ENSG00000248654.1	MTCO3P44	0	0	0	0	0	0	0	0
ENSG00000248656.3	ENSG00000248656	0	0	0	0	0	0	0	0
ENSG00000248659.1	ENSG00000248659	0	0	0	0	0	0	1	0
ENSG00000248660.1	SRIP1	0	0	0	0	0	0	0	0
ENSG00000248663.7	LINC00992	0	0	27	0	0	14	0	0
ENSG00000248664.2	ENSG00000248664	2	3	3	1	1	2	5	2
ENSG00000248667.1	ENSG00000248667	0	0	1	3	0	0	0	0
ENSG00000248668.3	OXCT1-AS1	7	8	24	3	1	17	1	4
ENSG00000248669.1	ENSG00000248669	0	0	0	0	0	0	0	0
ENSG00000248671.9	ALG1L9P	22.523	25.91	31.624	14.177	24.524	67.776	3.006	15.944
ENSG00000248672.5	LY75-CD302	493.588	110.763	0	22.846	382.698	68.445	171.654	30.791
ENSG00000248673.2	LINC01331	1	4	0	0	4	2	0	3
ENSG00000248674.1	RBBP4P6	0	0	0	0	0	0	0	0
ENSG00000248676.1	ENSG00000248676	0	0	0	0	0	0	0	0
ENSG00000248677.2	LINC02102	1	5	6	0	4	6	4	4
ENSG00000248682.1	ARHGAP22-IT1	2	8	1	0	3	1	10	0
ENSG00000248684.1	BIN2P2	0	0	0	0	0	0	1	0
ENSG00000248685.6	LINC02484	0	0	0	176.856	0	0	0	1
ENSG00000248687.2	ENSG00000248687	0	0	0	0	0	0	0	0
ENSG00000248690.8	HAS2-AS1	25	5	22.001	3	18	12	29	2
ENSG00000248692.5	ADGRL3-AS1	0	0	0	0	0	0	0	0
ENSG00000248693.1	LINC02100	0	1	1	0	0	1	0	0
ENSG00000248694.1	ENSG00000248694	0	0	0	0	0	0	0	0
ENSG00000248696.1	ENSG00000248696	0	0	0	0	0	0	0	0
ENSG00000248697.1	TOX4P1	4	2	2.002	0	6	3.008	1.001	1
ENSG00000248698.6	LINC01085	2	4	1	0	0	2	25	1
ENSG00000248699.1	ENSG00000248699	0	0	0	0	0	0	0	0
ENSG00000248701.1	ENSG00000248701	0	0	0	0	0	0	0	0
ENSG00000248702.1	ENSG00000248702	0	0	0	0	0	0	0	0
ENSG00000248703.2	LINC02415	0	0	2.564	4	2	0	0	0
ENSG00000248704.1	MTND4P2	0	0	0	0	0	0	0	0
ENSG00000248705.1	ENSG00000248705	0	0	1	0	0	0	0	0
ENSG00000248708.2	LINC02144	0	0	2	0	0	1	0	0
ENSG00000248709.3	ENSG00000248709	0	0	0	0	0	1	0	0
ENSG00000248710.1	ENSG00000248710	5.028	4.403	22.546	8.624	6.793	0	10.162	8.767
ENSG00000248711.1	THUMPD3P1	0	7	2	4	0	6	12	5
ENSG00000248712.8	CCDC153	12	3	2	2	7	9	1	2
ENSG00000248713.2	C4orf54	0	4	85	0	0	7	1	0
ENSG00000248714.7	ZNF652-AS1	2	9	1	3	7	5	1	7
ENSG00000248715.2	ENSG00000248715	0	0	0	0	0	0	0	0
ENSG00000248716.2	ENSG00000248716	0	0	0	0	0	0	0	0
ENSG00000248717.1	LINC02222	0	1	0	0	0	0	0	0
ENSG00000248719.2	PRDM8-AS1	0	5	2	0	0	5	4	7
ENSG00000248720.1	RFPL4AP5	0	0	1	0	0	0	0	0
ENSG00000248722.1	AK3P4	0	0	0	0	0	0	0	0
ENSG00000248724.6	NPHP3-AS1	1	5	2	0	1	3	3	5
ENSG00000248725.3	ENSG00000248725	0	5	15	1	10	9	0	0
ENSG00000248727.6	LINC01948	8	33	12	104.999	18	136.999	4	2
ENSG00000248729.1	MTCO1P30	0	0	2	1	0	0	3	0
ENSG00000248730.1	EGFLAM-AS4	0	0	0	0	0	0	0	0
ENSG00000248733.1	ENSG00000248733	0	0	0	0	0	0	0	0
ENSG00000248734.2	ENSG00000248734	2	1	8	3	8	2	9	13
ENSG00000248735.2	R3HDM2P1	0	0	0	0	0	0	0	0
ENSG00000248736.3	ENSG00000248736	0	0	2	1	0	1	0	2
ENSG00000248738.6	ENSG00000248738	0	1	0	0	0	0	0	0
ENSG00000248739.1	ENSG00000248739	0	0	0	0	0	0	0	0
ENSG00000248740.7	LINC02428	0	0	39	2	0	1	0	0
ENSG00000248744.1	ENSG00000248744	0	0	0	0	0	0	0	0
ENSG00000248745.2	NMNAT1P4	0	0	0	0	0	1	0	0
ENSG00000248746.6	ACTN3	1	1	55	0	0	6	10	4
ENSG00000248747.1	ENSG00000248747	0	1	0	0	0	0	0	0
ENSG00000248748.1	MTND5P9	0	1	0	0	0	0	0	0
ENSG00000248749.1	ENSG00000248749	0	0	2	2	0	0	0	0
ENSG00000248750.2	ENSG00000248750	0	0	0	1	2	0	0	9
ENSG00000248751.6	ENSG00000248751	2.775	2.777	0	0	6.744	4.86	0	0
ENSG00000248752.3	ENSG00000248752	0	0	0	0	3	0	0	0
ENSG00000248753.1	ENSG00000248753	0	0	1	0	0	0	0	0
ENSG00000248755.1	ENSG00000248755	0	0	0	0	0	0	0	0
ENSG00000248757.2	LINC02115	0	0	0	0	0	0	0	0
ENSG00000248758.1	ENSG00000248758	0	0	0	0	0	0	0	0
ENSG00000248761.1	ENSG00000248761	0	0	0	0	0	0	0	0
ENSG00000248762.2	ENSG00000248762	0	1	0	0	0	0	0	0
ENSG00000248763.2	ENSG00000248763	0	0	0	0	0	0	0	0
ENSG00000248764.1	ENSG00000248764	0	1	0	0	0	0	0	0
ENSG00000248765.1	MTCYBP37	0	0	0	0	0	0	0	0
ENSG00000248766.2	ENSG00000248766	0	0	0	0	0	0	0	0
ENSG00000248767.2	FOXL3	0	0	0	0	0	0	0	0
ENSG00000248769.1	ENSG00000248769	3.887	15.696	0	0	0	0	0	2.813
ENSG00000248770.1	ENSG00000248770	0	0	0	0	0	0	0	0
ENSG00000248771.5	SMIM31	0	0	1	0	0	0	0	0
ENSG00000248772.1	ENSG00000248772	0	0	0	0	0	0	0	0
ENSG00000248773.1	ENSG00000248773	0	3	0	0	0	1	1	6
ENSG00000248774.1	ENSG00000248774	0	0	0	0	1	1	0	0
ENSG00000248775.1	ENSG00000248775	0	0	0	0	0	0	0	0
ENSG00000248777.1	ENSG00000248777	0	0	0	0	0	0	0	0
ENSG00000248778.1	ENSG00000248778	0	0	4	2	3.016	1	0	1
ENSG00000248779.1	ENSG00000248779	0	0	0	0	0	0	0	0
ENSG00000248780.1	ARL4AP2	0	0	2.116	2.098	0	2.095	0	2.21
ENSG00000248781.1	PSMC1P4	0	0	0	0	0	0	0	0
ENSG00000248783.1	ENSG00000248783	0	0	0	3	0	0	0	0
ENSG00000248785.1	HIGD1AP14	0	4	1	2	5	3	0	9
ENSG00000248787.2	ENSG00000248787	2	11.357	4	4	7	14	8	14
ENSG00000248789.5	LINC02118	0	0	0	0	0	0	0	0
ENSG00000248790.1	ENSG00000248790	0	0	0	0	0	1	0	0
ENSG00000248791.1	ENSG00000248791	3	2	0	0	17	2	4	0
